WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
,,,,False,,,,,,other,True,,,Stamford,CT,COM,False,False,False,Married,False,False,True,True,True,False,False,False,False,$15;000-$19;999,$300;000-$349;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,5 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,,,,,24,,1,,4,1996,199600,1,,,,,,1976,Tuesday,10,45802,13,0:04:11,0
,,,,False,,,,,,other,True,,,Wellsville,PA,COM,False,False,False,Married,False,False,True,True,False,False,False,True,True,$20;000-$29;999,$100;000-$124;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,,30,32,4,,3,1997,199700,2,,,,,,1991,Tuesday,11,45810,23,0:14:09,0
,,,,False,,,,,,friend / family,True,,,Guilford,CT,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,10,45818,4,0:01:40,0
,,,,False,,,,,,friend / family,True,,,Lake Carmel,NY,COM,False,False,False,Single,True,True,True,True,True,False,False,False,False,$50;000-$74;999,,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,CLERICAL/WHITE COLLAR,Male,PROFESSIONAL/TECHNICAL,,2000,32,38,2,,7,1993,199300,1,,,,,,1994,Tuesday,11,45826,35,0:16:55,0
,,,,False,,,,,,other,True,,,Yorktown Hts,NY,COM,False,False,False,Inferred Married,False,True,True,True,False,False,False,False,False,$50;000-$74;999,$125;000-$149;999,,IMPORT (STANDARD/ECONOMY),single family dwelling,0% (NO LOANS),False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,,GREATER THAN 1 ACRE,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,Male,,,16000,32,36,2,,6,1994,199400,3,,,9,,,1989,Tuesday,12,45854,7,0:01:04,0
,,,,False,,,,,,in the news,False,,,Cambridge,MA,EDU,False,False,False,Inferred Single,False,False,False,False,False,False,False,False,False,,$450;000-$499;999,,,2-4 unit(duplex;triplex;quad),,False,,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,3;500-3;999 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,26,,1,1903,,,,,,,,,,1980,Tuesday,12,45862,9,0:11:48,0
,,,,False,,,,,,print ad,False,,,CYPRESS,TX,NET,True,False,False,Married,False,True,True,True,True,False,False,False,False,$50;000-$74;999,$100;000-$124;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,01-49%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,2;500-2;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,23000,58,64,2,1982,2,1998,199801,2,4,,2,1,1,1985,Tuesday,12,45866,15,0:23:45,0
,,,,False,,,,,,,True,,,Stamford,CT,COM,False,False,False,Married,False,True,True,True,True,False,True,False,False,$125;000 OR MORE,$225;000-$249;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,,24,,6,,12,1988,198800,1,,,,,,1987,Tuesday,13,45886,33,0:15:44,0
,,,,False,,,,,,other,True,,,Blacksburg,VA,EDU,False,False,False,Married,False,True,True,False,False,True,False,False,True,$75;000-$99;999,$175;000-$199;999,,,,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,,EQUITY $10;000-$19;9999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,PROFESSIONAL/TECHNICAL,,,44,42,4,1992,7,1992,199204,2,4,1,5,4,4,1992,Tuesday,13,45894,5,0:01:27,0
,,,,False,,,,,,e-mail,True,,,CENTER HARBOR,NH,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,13,45898,15,0:10:37,0
,,,,False,,,,,,print ad,True,,,Chicago,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,14,45910,14,0:07:37,0
,,,,False,,,,,,print ad,True,,,Paso Robles,CA,COM,False,False,False,Married,False,False,True,True,True,False,False,True,False,$30;000-$39;999,$125;000-$149;999,True,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,,,,,46,,1,,8,1992,199200,1,,,9,,,1997,Tuesday,15,45984,6,0:05:14,0
,,,,False,,,,,,other,True,,,San Francisco,CA,COM,False,False,False,,False,True,True,True,True,True,False,True,True,$30;000-$39;999,$75;000-$99;999,True,PERSONAL LUXURY CAR,single family dwelling,75-79%,False,Owner,False,True,True,False,True,False,True,False,False,True,False,True,SINGLE HOUSEHOLD,EQUITY $1-$4;999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,,,,,,55000,24,,5,1960,15,1981,198107,3,3,3,8,7,7,1960,Tuesday,17,45988,13,0:05:01,0
,,,,False,,,,,,print ad,True,,,New York,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,18,45992,2,0:00:25,0
,,,,False,,,,,,other,False,,,Charleston,SC,COM,False,False,False,Married,False,False,True,True,False,False,False,False,False,$20;000-$29;999,,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,,,,,24,,1,,4,1996,199600,1,,,,,,1991,Tuesday,18,46000,2,0:00:24,0
,,,,False,,,,,,other,False,,,Marietta,GA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,19,46008,6,0:05:17,0
,,,,False,,,,,,e-mail,True,,,Deltona,FL,NET,False,False,False,Married,False,True,True,True,True,False,False,True,True,$20;000-$29;999,$1;000-$24;999,True,FULL SIZE (STANDARD/LUXURY),single family dwelling,01-49%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,1;000-1;249 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,12000,28,28,3,1984,8,1991,199111,1,3,,7,,11,1984,Tuesday,19,46016,7,0:07:26,0
,,,,False,,,,,,other,True,,,Washington,DC,COM,False,False,False,Single,False,True,True,True,True,False,False,False,True,$40;000-$49;999,$100;000-$124;999,,,2-4 unit(duplex;triplex;quad),,False,Renter,True,True,True,False,False,False,False,False,False,False,False,True,50-99 HOUSEHOLDS,,3;000-3;499 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Female,CLERICAL/WHITE COLLAR,,,40,26,2,,1,,,1,1,,8,,,1970,Tuesday,20,46024,6,0:07:20,0
,,,,False,,,,,,other,False,,,Livonia,MI,COM,False,False,False,Married,True,True,True,True,True,False,False,True,True,$40;000-$49;999,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Male,ADMINISTRATIVE/MANAGERIAL,Female,ADMINISTRATIVE/MANAGERIAL,,,36,36,2,,6,1994,199400,,,,,,,1970,Tuesday,20,46036,29,0:16:58,0
,,,,False,,,,,,e-mail,True,,,Bristol,IN,COM,False,False,False,Single,False,True,True,True,False,True,False,False,True,$20;000-$29;999,$75;000-$99;999,,,,,False,Owner,True,True,True,False,True,False,True,False,False,True,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,,26,,4,,12,1988,198801,1,3,3,,,1,1979,Tuesday,22,46052,2,0:00:51,0
,,,,False,,,,,,e-mail,True,,,greenbrier,AR,NET,False,False,False,Single,True,False,False,False,False,False,False,False,False,$20;000-$29;999,,,,,,False,Renter,False,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,,False,Female,,,,,,,,1,,2,,,,,,,,,1997,Tuesday,22,46056,22,0:26:17,0
,,,,False,,,,,,friend / family,True,,,new york,NY,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$30;000-$39;999,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,1,,15,,,,,,,,,1979,Wednesday,4,46060,22,0:10:49,0
,,,,False,,,,,,other,True,,,Warren,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,4,46068,18,0:10:57,0
,,,,False,,,,,,friend / family,False,,,Buffalo,NY,COM,False,False,False,Married,False,True,True,True,False,False,False,False,True,$40;000-$49;999,$75;000-$99;999,True,IMPORT (STANDARD/ECONOMY),single family dwelling,60-69%,False,Owner,False,True,True,False,True,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $10;000-$19;9999,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,5000,36,,3,1925,5,1994,199405,1,3,,4,5,5,1940,Wednesday,6,46080,20,0:11:13,0
,,,,False,,,,,,,False,,,Grapevine,TX,COM,True,True,False,Married,False,True,True,True,True,True,False,False,True,$75;000-$99;999,$100;000-$124;999,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,,,51000,32,34,3,,3,1996,199605,2,,1,,,5,1994,Wednesday,6,46084,18,0:10:29,0
,,,,False,,,,,,print ad,True,,,Cliffside Park,NJ,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,30-39 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,,,,,,,,,,,,1900,Wednesday,6,46088,17,0:11:04,0
,,,,False,,,,,,print ad,True,,,Pasadena,CA,COM,False,False,False,Inferred Married,False,True,True,True,True,True,False,False,False,$40;000-$49;999,,True,,,,False,Owner,True,True,True,False,False,True,False,True,False,False,True,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,,,,3,,12,1988,198800,2,,3,,,,1987,Wednesday,6,46108,9,0:05:07,0
,,,,False,,,,,,other,True,,,Fort Hood,TX,COM,True,False,False,,False,False,True,True,False,False,False,False,False,$50;000-$74;999,$25;000-$49;999,,SPECIALTY (MIDSIZE/SMALL),,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,MULTI FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,29000,,,2,,13,1987,198700,1,,,,,,1997,Wednesday,7,46116,4,0:03:48,0
,,,,False,,,,,,other,True,,,Mahopac,NY,NET,True,True,False,Married,False,True,True,False,False,True,False,False,True,$75;000-$99;999,$100;000-$124;999,True,STATION WAGON,single family dwelling,70-74%,False,Owner,True,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $10;000-$19;9999,LESS THAN 750 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,17000,40,38,2,1941,8,1991,199107,1,4,3,9,7,7,1991,Wednesday,7,46128,22,0:13:19,0
,,,,False,,,,,,other,True,,,Sun Prairie,WI,COM,True,False,False,Married,False,True,True,True,True,True,False,False,True,$50;000-$74;999,$125;000-$149;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,True,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,Male,PROFESSIONAL/TECHNICAL,,17000,34,36,2,,4,1996,199600,1,,2,4,,,1996,Wednesday,7,46136,7,0:06:09,0
,,,,False,,,,,,print ad,True,,,COLORADO SPRINGS,CO,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,7,46140,43,0:37:34,0
,,,,False,,,,,,other,True,,,Mitchell,IN,Other,False,False,False,Single,True,True,True,True,False,True,False,False,True,$75;000-$99;999,,,,,,False,Owner,True,True,True,False,True,False,True,True,False,False,True,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,PROFESSIONAL/TECHNICAL,Female,SELF EMPLOYED PROF/TECH,,,58,56,5,,6,1994,199400,2,,5,,,,1992,Wednesday,7,46148,1,0:00:00,0
,,,,False,,,,,,friend / family,False,,,New oxford,PA,COM,False,False,False,Inferred Married,True,True,True,True,False,True,False,False,True,$40;000-$49;999,,,,,,False,Owner,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,CRAFTSMAN/BLUE COLLAR,Male,,,,30,34,2,,5,1995,199500,1,,4,,,,1991,Wednesday,8,46152,24,0:07:42,0
,,,,False,,,,,,print ad,True,,,ny,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,8,46156,1,0:00:00,0
,,,,False,,,,,,other,True,,,brighton,MA,COM,False,False,False,Inferred Single,False,False,True,False,False,True,False,False,False,$15;000-$19;999,,,,,,False,,False,True,True,False,True,False,True,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,,,1,,2,,,,,2,,,,1995,Wednesday,8,46160,26,0:06:57,0
,,,,False,,,,,,other,True,,,Dover,PA,COM,False,False,False,Married,True,True,True,True,True,True,False,False,False,$125;000 OR MORE,$75;000-$99;999,,,,,False,Owner,True,True,True,False,False,False,False,False,True,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,PROFESSIONAL/TECHNICAL,Male,SALES/SERVICE,,,50,54,5,,9,1991,199100,2,,1,,,,1979,Wednesday,8,46164,5,0:02:38,0
,,,,False,,,,,,direct mail,True,,,Pleasanton,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,8,46168,3,0:00:20,0
,,,,False,,,,,,friend / family,True,,,JOHNSTOWN,PA,COM,False,False,False,Inferred Single,False,True,False,False,False,True,False,False,False,$30;000-$39;999,,,,,,False,,True,True,True,False,False,False,False,False,False,False,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,1,,4,,,,,1,,,,1975,Wednesday,8,46176,3,0:02:04,0
,,,,False,,,,,,e-mail,True,,,zionville,NC,NET,False,False,False,Married,False,True,True,True,False,False,False,False,True,$30;000-$39;999,$50;000-$74;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,HOUSEWIFE,Male,,,,26,34,4,,5,,,,3,,,,,1990,Wednesday,8,46184,1,0:00:00,0
,,,,False,,,,,,,True,,,Sleepy Hollow,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,9,46188,14,0:05:51,0
,,,,False,,,,,,print ad,True,,,Ely,MN,NET,False,False,False,Single,False,True,True,True,False,False,False,False,False,$20;000-$29;999,$100;000-$124;999,,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,4000,26,,5,,9,1991,199100,1,2,,,,,1976,Wednesday,9,46196,6,0:04:04,0
,,,,False,,,,,,friend / family,False,,,Canby,OR,NET,True,False,False,Married,False,True,True,True,True,False,False,True,False,$50;000-$74;999,$100;000-$124;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,2;000-2;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,Female,HOUSEWIFE,Male,ADMINISTRATIVE/MANAGERIAL,,11000,56,62,3,1995,8,1991,199110,,3,,7,,10,1980,Wednesday,9,46204,7,0:09:08,0
,,,,False,,,,,,,False,,,new york,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,9,46212,4,0:01:16,0
,,,,False,,,,,,friend / family,False,,,Wacker,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,9,46216,2,0:00:41,0
,,,,False,,,,,,other,True,,,Klamath Falls,OR,EDU,False,False,False,,False,True,True,True,True,False,False,False,True,$40;000-$49;999,$25;000-$49;999,,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Female,,,12000,44,,3,,7,1993,199300,1,3,,,,,1900,Wednesday,10,46220,17,0:15:32,0
,,,,False,,,,,,friend / family,False,,,Cudahy,WI,COM,True,False,False,Married,True,True,True,True,False,True,False,False,True,$50;000-$74;999,$75;000-$99;999,,TRUCK OR UTILITY VEHICLE,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,1;500-1;749 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,CRAFTSMAN/BLUE COLLAR,Male,CRAFTSMAN/BLUE COLLAR,,17000,54,58,3,1925,15,1980,198000,1,3,2,4,,,1925,Wednesday,10,46224,1,0:00:00,0
,,,,False,,,,,,friend / family,False,,,Chandler,AZ,COM,True,False,False,Married,True,True,True,True,False,True,False,False,True,$30;000-$39;999,$100;000-$124;999,,TRUCK OR UTILITY VEHICLE,single family dwelling,95-99%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,,,SINGLE FAMILY DWELLING UNIT,EQUITY $1-$4;999,False,Female,SELF EMPLOYED CLERICAL,Male,PROFESSIONAL/TECHNICAL,,32000,24,26,2,,3,1996,199609,2,3,1,5,9,9,1992,Wednesday,10,46232,4,0:02:14,0
,,,,False,,,,,,friend / family,False,,,Lowell,MA,NET,False,False,False,Single,True,True,True,True,False,False,False,False,True,$20;000-$29;999,$175;000-$199;999,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,3 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,CLERICAL/WHITE COLLAR,,,,,28,,1,,0,,,,,,,,,1998,Wednesday,10,46236,14,0:02:43,0
,,,,False,,,,,,other,True,,,Queenstown,MD,ORG,False,False,False,Married,False,True,True,True,False,True,False,False,True,$75;000-$99;999,$125;000-$149;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,True,False,True,False,False,True,False,True,,,,,,EQUITY $75;000-$99;999,False,Female,HOUSEWIFE,Male,PROFESSIONAL/TECHNICAL,,9000,34,36,4,,4,1996,199600,1,,2,,,,1995,Wednesday,10,46240,2,0:00:22,0
,,,,False,,,,,,friend / family,True,,,Wildomar,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,11,46248,3,0:01:08,0
,,,,False,,,,,,other,False,,,new york,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,11,46252,6,0:00:57,0
,,,,False,,,,,,e-mail,True,,,Harvey,LA,COM,True,False,False,Married,True,True,True,True,True,True,False,False,True,$75;000-$99;999,,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,True,False,False,True,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,PROFESSIONAL/TECHNICAL,Female,ADMINISTRATIVE/MANAGERIAL,,17000,52,52,6,,10,1990,199000,2,,3,,,,1900,Wednesday,12,46272,12,0:10:09,0
,,,,False,,,,,,in the news,False,,,south hadley,MA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,12,46276,9,0:01:38,0
,,,,False,,,,,,other,True,,,Nescopeck,PA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wednesday,12,46284,17,0:17:00,0
,,,,False,,,,,,e-mail,False,,,richmond,VA,NET,False,False,False,Single,False,True,True,True,True,False,False,True,True,$125;000 OR MORE,$400;000-$449;999,,,single family dwelling,01-49%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $200;000-$249;999,3;500-3;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $250;000-$499;999,False,Female,,Male,,,,46,56,6,1950,15,1981,198101,,,,1,1,1,1928,Wednesday,13,46296,3,0:01:02,0
,,,,False,,,,,,other,True,,,Waterloo,IA,COM,True,False,False,Single,True,True,True,True,False,False,False,False,True,$50;000-$74;999,$50;000-$74;999,True,TRUCK OR UTILITY VEHICLE,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $10;000-$19;9999,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,7000,34,38,3,,4,1996,199600,,4,,,,,1968,Wednesday,13,46348,4,0:01:14,0
,,,,False,,,,,,friend / family,True,,,Delray Beach,FL,COM,False,False,False,Married,False,True,True,True,True,False,True,True,False,$75;000-$99;999,$75;000-$99;999,True,FULL SIZE (STANDARD/LUXURY),condo,80-84%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,9 HOUSEHOLDS,EQUITY $1-$4;999,,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,8000,56,,3,1979,10,1990,199000,1,,,7,1,1,1980,Wednesday,13,46352,29,0:23:51,0
,,,,False,,,,,,other,True,,,Euclid,OH,COM,False,False,False,Married,True,True,True,True,True,False,False,False,True,$50;000-$74;999,$75;000-$99;999,,FULL SIZE (STANDARD/LUXURY),single family dwelling,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,1;750-1;999 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,Male,CLERICAL/WHITE COLLAR,,6000,28,32,4,1924,7,,,1,,,2,,,1907,Wednesday,13,46356,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,Hillsborough,CA,NET,False,False,False,Married,False,True,True,True,True,False,False,False,False,$75;000-$99;999,$1;000;000+,True,,single family dwelling,80-84%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,3;500-3;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,,38,38,2,1964,1,1998,199807,,4,,1,7,7,1970,Wednesday,13,46364,10,0:10:30,0
,,,,False,,,,,,e-mail,True,,,Rome,OH,COM,True,True,False,Married,True,True,True,False,False,True,False,False,False,$50;000-$74;999,$25;000-$49;999,True,STATION WAGON,,,False,Owner,True,True,True,False,True,False,True,False,False,True,False,True,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,CLERICAL/WHITE COLLAR,Male,CLERICAL/WHITE COLLAR,,54000,50,56,3,,11,1989,198900,2,3,4,,,,1981,Wednesday,13,46372,3,0:02:16,0
,,,,False,,,,,,other,True,,,fort worth,TX,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$15;000-$19;999,,,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Male,,Male,,,3000,,34,2,,5,,,1,,,,,,1981,Wednesday,13,46380,32,0:31:33,0
